user_id,age_group,proficiency_level,event_id,event_name,topic,difficulty_level,content_type,question,user_answer,correct_answer,is_correct,response_time_sec,hint_used,attempts,score,engagement_level,next_recommended_difficulty,feedback
U000016,Child,Advanced,E101,French Revolution,Revolution,Medium,Challenge,Name the person who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,11,Yes,3,19,High,Hard,"Good effort, review the topic."
U000017,Teen,Intermediate,E101,French Revolution,Revolution,Easy,Challenge,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,12,Yes,1,19,Medium,Medium,You're improving steadily.
U000018,Teen,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Who was the first President of the United States?,George Washington,George Washington,1,23,Yes,3,11,Medium,Medium,Great job! Keep progressing.
U000019,Adult,Advanced,E104,Cold War,Politics,Hard,Simulation,Which two superpowers were involved?,USA and USSR,USA and USSR,1,11,Yes,1,20,Low,Hard,"Good effort, review the topic."
U000020,Adult,Beginner,E103,American Revolution,Revolution,Easy,Challenge,Who was the first President of the United States?,I don't know,George Washington,0,22,No,2,4,High,Easy,Great job! Keep progressing.
U000021,Teen,Intermediate,E104,Cold War,Politics,Hard,Quiz,Can you tell what was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,37,Yes,2,15,Low,Hard,Consider revising this concept.
U000022,Teen,Beginner,E102,World War II,War,Easy,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,34,Yes,1,17,High,Medium,Great job! Keep progressing.
U000023,Adult,Advanced,E105,Indus Valley Civilization,Culture,Hard,Simulation,Which river was central to this civilization?,Indus,Indus,1,9,No,3,17,Medium,Hard,Excellent understanding!
U000024,Teen,Advanced,E103,American Revolution,Revolution,Easy,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,31,Yes,1,16,Medium,Medium,"Good effort, review the topic."
U000025,Teen,Beginner,E104,Cold War,Politics,Medium,Quiz,Which wall divided Berlin?,Random guess,Berlin Wall,0,20,No,3,4,High,Easy,Excellent understanding!
U000026,Adult,Beginner,E104,Cold War,Politics,Easy,Quiz,Can you tell what was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,17,No,1,18,Medium,Medium,You're improving steadily.
U000027,Adult,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Can you tell what year was the Declaration of Independence signed?,1776,1776,1,27,Yes,1,11,Low,Medium,Excellent understanding!
U000028,Adult,Beginner,E103,American Revolution,Revolution,Hard,Quiz,Can you tell what year was the Declaration of Independence signed?,1776,1776,1,37,Yes,1,20,Low,Hard,Consider revising this concept.
U000029,Teen,Advanced,E104,Cold War,Politics,Medium,Challenge,Which two superpowers were involved?,1945,USA and USSR,0,38,Yes,3,4,Medium,Easy,"Good effort, review the topic."
U000030,Teen,Advanced,E101,French Revolution,Revolution,Easy,Challenge,When did the French Revolution begin?,1789,1789,1,12,Yes,3,17,Medium,Medium,Great job! Keep progressing.
U000031,Child,Advanced,E105,Indus Valley Civilization,Culture,Medium,Quiz,Identify which river was central to this civilization?,Indus,Indus,1,39,No,3,14,Low,Hard,Excellent understanding!
U000032,Adult,Beginner,E103,American Revolution,Revolution,Hard,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,38,Yes,1,13,High,Hard,Great job! Keep progressing.
U000033,Child,Beginner,E102,World War II,War,Hard,Challenge,Who was the leader of Nazi Germany?,Random guess,Adolf Hitler,0,30,No,1,1,Medium,Easy,Great job! Keep progressing.
U000034,Child,Beginner,E102,World War II,War,Hard,Quiz,Which country invaded Poland in 1939?,Germany,Germany,1,14,Yes,2,13,Medium,Hard,Great job! Keep progressing.
U000035,Teen,Beginner,E104,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,40,Yes,2,18,Medium,Hard,"Good effort, review the topic."
U000036,Child,Beginner,E104,Cold War,Politics,Easy,Simulation,Identify which wall divided Berlin?,Berlin Wall,Berlin Wall,1,15,Yes,1,16,Medium,Medium,Consider revising this concept.
U000037,Adult,Beginner,E102,World War II,War,Medium,Quiz,Who was the leader of Nazi Germany?,I don't know,Adolf Hitler,0,37,No,1,6,High,Easy,Excellent understanding!
U000038,Child,Advanced,E101,French Revolution,Revolution,Hard,Quiz,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,6,No,3,12,High,Hard,Excellent understanding!
U000039,Child,Beginner,E103,American Revolution,Revolution,Medium,Challenge,Which country did America gain independence from?,Britain,Britain,1,33,No,2,13,Low,Hard,Great job! Keep progressing.
U000040,Teen,Intermediate,E103,American Revolution,Revolution,Hard,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,21,Yes,1,16,Medium,Hard,"Good effort, review the topic."
U000041,Teen,Intermediate,E101,French Revolution,Revolution,Easy,Quiz,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,5,No,3,10,High,Medium,Great job! Keep progressing.
U000042,Adult,Advanced,E103,American Revolution,Revolution,Medium,Simulation,Which country did America gain independence from?,France,Britain,0,20,Yes,3,2,High,Easy,You're improving steadily.
U000043,Adult,Beginner,E102,World War II,War,Easy,Challenge,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,13,No,1,17,High,Medium,You're improving steadily.
U000044,Adult,Beginner,E103,American Revolution,Revolution,Easy,Simulation,Which country did America gain independence from?,France,Britain,0,18,Yes,2,0,High,Easy,Excellent understanding!
U000045,Adult,Beginner,E102,World War II,War,Hard,Simulation,Name the person who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,37,Yes,1,12,Low,Hard,Excellent understanding!
U000046,Adult,Advanced,E103,American Revolution,Revolution,Easy,Simulation,Can you tell what year was the Declaration of Independence signed?,France,1776,0,34,No,2,7,Low,Easy,"Good effort, review the topic."
U000047,Adult,Intermediate,E102,World War II,War,Medium,Challenge,Identify which country invaded Poland in 1939?,Germany,Germany,1,26,No,2,20,Low,Hard,You're improving steadily.
U000048,Teen,Advanced,E103,American Revolution,Revolution,Hard,Quiz,Which country did America gain independence from?,Britain,Britain,1,19,No,1,20,Medium,Hard,Great job! Keep progressing.
U000049,Child,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,Identify which country did America gain independence from?,Britain,Britain,1,9,No,1,11,Low,Medium,"Good effort, review the topic."
U000050,Child,Beginner,E105,Indus Valley Civilization,Culture,Medium,Quiz,Which river was central to this civilization?,Indus,Indus,1,29,Yes,1,20,Low,Hard,You're improving steadily.
U000051,Adult,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,40,Yes,2,19,High,Hard,You're improving steadily.
U000052,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Medium,Simulation,Can you tell what type of writing system did they use?,I don't know,Undeciphered script,0,28,Yes,1,8,Medium,Easy,"Good effort, review the topic."
U000053,Child,Advanced,E104,Cold War,Politics,Easy,Simulation,What was the Truman Doctrine?,France,Policy to contain communism,0,33,Yes,3,4,Medium,Easy,Excellent understanding!
U000054,Child,Advanced,E104,Cold War,Politics,Medium,Quiz,What was the Truman Doctrine?,I don't know,Policy to contain communism,0,27,Yes,2,2,Low,Easy,Consider revising this concept.
U000055,Adult,Intermediate,E104,Cold War,Politics,Hard,Challenge,What was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,26,Yes,3,19,High,Hard,Consider revising this concept.
U000056,Child,Intermediate,E101,French Revolution,Revolution,Hard,Challenge,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,28,No,3,19,High,Hard,Great job! Keep progressing.
U000057,Child,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Quiz,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,17,No,2,16,Medium,Hard,Great job! Keep progressing.
U000058,Adult,Beginner,E104,Cold War,Politics,Medium,Simulation,Which wall divided Berlin?,Random guess,Berlin Wall,0,35,Yes,1,3,Medium,Easy,"Good effort, review the topic."
U000059,Teen,Beginner,E102,World War II,War,Easy,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,27,Yes,3,11,Low,Medium,"Good effort, review the topic."
U000060,Child,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Identify which country did America gain independence from?,I don't know,Britain,0,29,Yes,3,0,Medium,Easy,"Good effort, review the topic."
U000061,Teen,Intermediate,E101,French Revolution,Revolution,Medium,Challenge,When did the French Revolution begin?,1789,1789,1,26,Yes,3,11,High,Hard,"Good effort, review the topic."
U000062,Teen,Intermediate,E102,World War II,War,Easy,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,33,Yes,1,19,Medium,Medium,Consider revising this concept.
U000063,Adult,Intermediate,E104,Cold War,Politics,Easy,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,12,Yes,2,16,Medium,Medium,You're improving steadily.
U000064,Adult,Intermediate,E105,Indus Valley Civilization,Culture,Medium,Quiz,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,7,No,3,18,Low,Hard,Consider revising this concept.
U000065,Adult,Beginner,E103,American Revolution,Revolution,Medium,Quiz,Which country did America gain independence from?,Britain,Britain,1,39,Yes,2,14,High,Hard,You're improving steadily.
U000066,Teen,Beginner,E103,American Revolution,Revolution,Hard,Challenge,Which country did America gain independence from?,Britain,Britain,1,6,No,3,14,Medium,Hard,Great job! Keep progressing.
U000067,Teen,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Who was the first President of the United States?,George Washington,George Washington,1,5,No,2,20,Medium,Medium,You're improving steadily.
U000068,Child,Intermediate,E104,Cold War,Politics,Medium,Challenge,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,31,Yes,3,14,Low,Hard,Consider revising this concept.
U000069,Adult,Beginner,E102,World War II,War,Medium,Simulation,Who was the leader of Nazi Germany?,France,Adolf Hitler,0,16,Yes,2,4,Medium,Easy,You're improving steadily.
U000070,Child,Advanced,E105,Indus Valley Civilization,Culture,Hard,Challenge,What was a key feature of Indus cities?,I don't know,Advanced drainage,0,14,Yes,3,4,Medium,Easy,Consider revising this concept.
U000071,Teen,Advanced,E104,Cold War,Politics,Hard,Quiz,What was the Truman Doctrine?,France,Policy to contain communism,0,20,Yes,3,7,High,Easy,Consider revising this concept.
U000072,Child,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Who was the first President of the United States?,George Washington,George Washington,1,15,No,1,16,High,Medium,"Good effort, review the topic."
U000073,Child,Advanced,E102,World War II,War,Hard,Quiz,Identify which country invaded Poland in 1939?,Germany,Germany,1,38,Yes,2,20,Medium,Hard,You're improving steadily.
U000074,Child,Beginner,E105,Indus Valley Civilization,Culture,Easy,Challenge,What type of writing system did they use?,1945,Undeciphered script,0,28,No,3,1,Low,Easy,Consider revising this concept.
U000075,Child,Beginner,E101,French Revolution,Revolution,Easy,Quiz,When did the French Revolution begin?,I don't know,1789,0,24,Yes,2,2,Low,Easy,"Good effort, review the topic."
U000076,Teen,Intermediate,E104,Cold War,Politics,Easy,Challenge,Identify which two superpowers were involved?,USA and USSR,USA and USSR,1,28,Yes,2,16,Medium,Medium,"Good effort, review the topic."
U000077,Child,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Simulation,Can you tell what type of writing system did they use?,Undeciphered script,Undeciphered script,1,11,Yes,2,10,High,Medium,You're improving steadily.
U000078,Adult,Beginner,E103,American Revolution,Revolution,Easy,Simulation,Who was the first President of the United States?,1945,George Washington,0,7,Yes,2,4,Medium,Easy,You're improving steadily.
U000079,Child,Beginner,E101,French Revolution,Revolution,Hard,Quiz,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,36,Yes,2,19,Low,Hard,Great job! Keep progressing.
U000080,Adult,Intermediate,E102,World War II,War,Medium,Challenge,Which country invaded Poland in 1939?,Germany,Germany,1,11,No,2,15,Medium,Hard,Excellent understanding!
U000081,Adult,Beginner,E103,American Revolution,Revolution,Medium,Simulation,Which country did America gain independence from?,France,Britain,0,13,Yes,1,2,High,Easy,Consider revising this concept.
U000082,Adult,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Challenge,What type of writing system did they use?,Random guess,Undeciphered script,0,34,Yes,2,6,High,Easy,Excellent understanding!
U000083,Teen,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Which country did America gain independence from?,I don't know,Britain,0,14,Yes,2,0,Low,Easy,You're improving steadily.
U000084,Teen,Beginner,E105,Indus Valley Civilization,Culture,Medium,Challenge,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,36,No,2,15,Medium,Hard,Excellent understanding!
U000085,Teen,Advanced,E102,World War II,War,Easy,Simulation,Identify which country invaded Poland in 1939?,Germany,Germany,1,37,Yes,2,18,Medium,Medium,You're improving steadily.
U000086,Child,Advanced,E104,Cold War,Politics,Easy,Challenge,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,28,No,1,11,High,Medium,You're improving steadily.
U000087,Adult,Intermediate,E104,Cold War,Politics,Easy,Challenge,Which wall divided Berlin?,1945,Berlin Wall,0,19,No,3,2,Low,Easy,You're improving steadily.
U000088,Teen,Intermediate,E101,French Revolution,Revolution,Hard,Quiz,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,34,No,2,13,High,Hard,You're improving steadily.
U000089,Teen,Advanced,E102,World War II,War,Medium,Challenge,Which country invaded Poland in 1939?,Random guess,Germany,0,37,Yes,2,1,High,Easy,"Good effort, review the topic."
U000090,Teen,Beginner,E103,American Revolution,Revolution,Easy,Challenge,Which country did America gain independence from?,Britain,Britain,1,40,Yes,2,16,Medium,Medium,Consider revising this concept.
U000091,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Quiz,Which river was central to this civilization?,Indus,Indus,1,25,Yes,1,17,Low,Medium,You're improving steadily.
U000092,Adult,Advanced,E105,Indus Valley Civilization,Culture,Easy,Simulation,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,8,No,2,11,Medium,Medium,Excellent understanding!
U000093,Adult,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Which country did America gain independence from?,Britain,Britain,1,13,No,2,20,Medium,Medium,Great job! Keep progressing.
U000094,Adult,Beginner,E104,Cold War,Politics,Easy,Simulation,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,39,No,3,13,High,Medium,Consider revising this concept.
U000095,Child,Advanced,E105,Indus Valley Civilization,Culture,Easy,Quiz,What was a key feature of Indus cities?,Advanced drainage,Advanced drainage,1,22,Yes,1,18,High,Medium,You're improving steadily.
U000096,Adult,Intermediate,E101,French Revolution,Revolution,Easy,Challenge,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,29,No,2,16,Low,Medium,"Good effort, review the topic."
U000097,Child,Beginner,E101,French Revolution,Revolution,Easy,Quiz,When did the French Revolution begin?,I don't know,1789,0,14,No,3,4,Low,Easy,Excellent understanding!
U000098,Teen,Beginner,E103,American Revolution,Revolution,Hard,Simulation,Which country did America gain independence from?,Random guess,Britain,0,5,No,3,6,Medium,Easy,You're improving steadily.
U000099,Teen,Beginner,E102,World War II,War,Hard,Simulation,Which country invaded Poland in 1939?,I don't know,Germany,0,17,Yes,2,8,Medium,Easy,Excellent understanding!
U000100,Child,Advanced,E105,Indus Valley Civilization,Culture,Easy,Challenge,Identify which river was central to this civilization?,Indus,Indus,1,12,Yes,1,14,High,Medium,Great job! Keep progressing.
U000101,Adult,Advanced,E102,World War II,War,Hard,Challenge,Can you tell what ended World War II in Japan?,Atomic bombings,Atomic bombings,1,37,Yes,3,10,High,Hard,"Good effort, review the topic."
U000102,Teen,Beginner,E101,French Revolution,Revolution,Medium,Simulation,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,16,Yes,3,14,Medium,Hard,Consider revising this concept.
U000103,Teen,Advanced,E101,French Revolution,Revolution,Medium,Quiz,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,8,No,1,18,Medium,Hard,Consider revising this concept.
U000104,Adult,Beginner,E102,World War II,War,Medium,Quiz,Which country invaded Poland in 1939?,1945,Germany,0,27,Yes,1,6,Medium,Easy,You're improving steadily.
U000105,Teen,Advanced,E101,French Revolution,Revolution,Easy,Simulation,Can you tell what was the main cause of the French Revolution?,France,Economic inequality,0,8,No,2,2,High,Easy,Excellent understanding!
U000106,Child,Advanced,E104,Cold War,Politics,Easy,Simulation,Which two superpowers were involved?,USA and USSR,USA and USSR,1,35,Yes,1,15,Low,Medium,You're improving steadily.
U000107,Adult,Beginner,E104,Cold War,Politics,Medium,Challenge,Which two superpowers were involved?,I don't know,USA and USSR,0,31,No,3,4,Low,Easy,"Good effort, review the topic."
U000108,Child,Beginner,E104,Cold War,Politics,Hard,Quiz,What was the Truman Doctrine?,I don't know,Policy to contain communism,0,17,Yes,2,3,Low,Easy,You're improving steadily.
U000109,Adult,Beginner,E104,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,40,No,3,20,Low,Hard,Great job! Keep progressing.
U000110,Teen,Intermediate,E104,Cold War,Politics,Easy,Challenge,What was the Truman Doctrine?,1945,Policy to contain communism,0,17,Yes,1,8,High,Easy,"Good effort, review the topic."
U000111,Child,Beginner,E105,Indus Valley Civilization,Culture,Hard,Simulation,Identify which river was central to this civilization?,Indus,Indus,1,14,Yes,2,11,Low,Hard,Great job! Keep progressing.
U000112,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Challenge,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,18,No,1,16,Medium,Hard,You're improving steadily.
U000113,Child,Beginner,E101,French Revolution,Revolution,Hard,Quiz,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,20,No,2,16,High,Hard,Excellent understanding!
U000114,Teen,Advanced,E102,World War II,War,Easy,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,35,Yes,1,18,Medium,Medium,Consider revising this concept.
U000115,Child,Intermediate,E103,American Revolution,Revolution,Medium,Quiz,Can you tell what year was the Declaration of Independence signed?,Random guess,1776,0,13,No,3,1,High,Easy,"Good effort, review the topic."
U000116,Child,Advanced,E102,World War II,War,Medium,Quiz,What ended World War II in Japan?,France,Atomic bombings,0,7,Yes,3,4,High,Easy,Consider revising this concept.
U000117,Adult,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Can you tell what year was the Declaration of Independence signed?,1776,1776,1,38,Yes,1,20,Medium,Medium,Consider revising this concept.
U000118,Teen,Beginner,E104,Cold War,Politics,Easy,Simulation,What was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,20,No,1,14,Medium,Medium,Great job! Keep progressing.
U000119,Child,Intermediate,E102,World War II,War,Hard,Quiz,Can you tell what ended World War II in Japan?,1945,Atomic bombings,0,12,Yes,3,0,Low,Easy,"Good effort, review the topic."
U000120,Teen,Beginner,E104,Cold War,Politics,Medium,Challenge,What was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,8,Yes,3,20,High,Hard,You're improving steadily.
U000121,Child,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Can you tell what year was the Declaration of Independence signed?,1945,1776,0,38,No,3,5,Medium,Easy,You're improving steadily.
U000122,Child,Beginner,E105,Indus Valley Civilization,Culture,Medium,Simulation,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,5,Yes,2,17,Medium,Hard,You're improving steadily.
U000123,Child,Beginner,E104,Cold War,Politics,Easy,Challenge,What was the Truman Doctrine?,Random guess,Policy to contain communism,0,29,Yes,1,8,Low,Easy,Excellent understanding!
U000124,Adult,Intermediate,E101,French Revolution,Revolution,Medium,Challenge,Name the person who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,9,Yes,2,12,High,Hard,You're improving steadily.
U000125,Child,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,Name the person who was the first President of the United States?,George Washington,George Washington,1,10,No,3,15,Low,Medium,Excellent understanding!
U000126,Teen,Beginner,E105,Indus Valley Civilization,Culture,Medium,Quiz,Can you tell what type of writing system did they use?,Undeciphered script,Undeciphered script,1,28,Yes,3,13,High,Hard,You're improving steadily.
U000127,Child,Beginner,E101,French Revolution,Revolution,Medium,Simulation,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,33,Yes,3,17,High,Hard,You're improving steadily.
U000128,Teen,Beginner,E103,American Revolution,Revolution,Hard,Challenge,Which country did America gain independence from?,Britain,Britain,1,32,Yes,1,19,Medium,Hard,Great job! Keep progressing.
U000129,Child,Advanced,E103,American Revolution,Revolution,Medium,Simulation,Which country did America gain independence from?,Britain,Britain,1,15,No,1,17,Medium,Hard,Great job! Keep progressing.
U000130,Adult,Advanced,E102,World War II,War,Easy,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,20,Yes,3,16,Medium,Medium,Great job! Keep progressing.
U000131,Child,Beginner,E103,American Revolution,Revolution,Hard,Challenge,Name the person who was the first President of the United States?,France,George Washington,0,38,No,1,7,Medium,Easy,You're improving steadily.
U000132,Teen,Beginner,E103,American Revolution,Revolution,Easy,Quiz,What year was the Declaration of Independence signed?,1776,1776,1,8,Yes,2,18,Low,Medium,Great job! Keep progressing.
U000133,Adult,Advanced,E101,French Revolution,Revolution,Medium,Simulation,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,11,Yes,3,14,High,Hard,Excellent understanding!
U000134,Teen,Beginner,E104,Cold War,Politics,Medium,Simulation,Which two superpowers were involved?,France,USA and USSR,0,16,Yes,1,3,Medium,Easy,Great job! Keep progressing.
U000135,Child,Advanced,E101,French Revolution,Revolution,Medium,Simulation,When did the French Revolution begin?,1789,1789,1,28,Yes,1,20,Medium,Hard,Consider revising this concept.
U000136,Child,Beginner,E105,Indus Valley Civilization,Culture,Medium,Simulation,Which river was central to this civilization?,France,Indus,0,39,Yes,1,5,Medium,Easy,You're improving steadily.
U000137,Teen,Beginner,E104,Cold War,Politics,Medium,Simulation,Which two superpowers were involved?,USA and USSR,USA and USSR,1,10,No,1,17,High,Hard,You're improving steadily.
U000138,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Quiz,Can you tell what was a key feature of Indus cities?,Advanced drainage,Advanced drainage,1,22,No,3,15,High,Medium,Great job! Keep progressing.
U000139,Teen,Intermediate,E102,World War II,War,Medium,Quiz,What ended World War II in Japan?,Random guess,Atomic bombings,0,28,No,1,1,Medium,Easy,Great job! Keep progressing.
U000140,Teen,Advanced,E105,Indus Valley Civilization,Culture,Easy,Simulation,What was a key feature of Indus cities?,Random guess,Advanced drainage,0,36,Yes,2,6,Medium,Easy,"Good effort, review the topic."
U000141,Child,Intermediate,E102,World War II,War,Easy,Simulation,What ended World War II in Japan?,Atomic bombings,Atomic bombings,1,20,Yes,3,16,Medium,Medium,"Good effort, review the topic."
U000142,Child,Intermediate,E103,American Revolution,Revolution,Easy,Challenge,Who was the first President of the United States?,I don't know,George Washington,0,22,Yes,2,4,Medium,Easy,"Good effort, review the topic."
U000143,Adult,Intermediate,E103,American Revolution,Revolution,Easy,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,30,Yes,3,19,High,Medium,"Good effort, review the topic."
U000144,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Medium,Quiz,What was a key feature of Indus cities?,Advanced drainage,Advanced drainage,1,28,No,3,12,High,Hard,Consider revising this concept.
U000145,Child,Beginner,E104,Cold War,Politics,Medium,Quiz,What was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,28,No,1,19,Low,Hard,"Good effort, review the topic."
U000146,Teen,Intermediate,E102,World War II,War,Easy,Simulation,What ended World War II in Japan?,1945,Atomic bombings,0,14,Yes,3,6,High,Easy,You're improving steadily.
U000147,Teen,Advanced,E104,Cold War,Politics,Hard,Challenge,What was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,34,No,3,15,High,Hard,"Good effort, review the topic."
U000148,Teen,Advanced,E102,World War II,War,Hard,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,10,Yes,3,14,High,Hard,You're improving steadily.
U000149,Teen,Advanced,E104,Cold War,Politics,Hard,Challenge,Identify which two superpowers were involved?,USA and USSR,USA and USSR,1,34,No,2,20,Low,Hard,You're improving steadily.
U000150,Child,Advanced,E104,Cold War,Politics,Medium,Challenge,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,10,Yes,3,15,Low,Hard,Excellent understanding!
U000151,Adult,Advanced,E101,French Revolution,Revolution,Easy,Simulation,When did the French Revolution begin?,1789,1789,1,18,No,1,17,Low,Medium,Excellent understanding!
U000152,Child,Intermediate,E104,Cold War,Politics,Hard,Challenge,Which wall divided Berlin?,France,Berlin Wall,0,22,No,1,4,Medium,Easy,Great job! Keep progressing.
U000153,Teen,Beginner,E102,World War II,War,Hard,Quiz,Which country invaded Poland in 1939?,France,Germany,0,39,Yes,2,3,Medium,Easy,Great job! Keep progressing.
