user_id,age_group,proficiency_level,event_id,event_name,topic,difficulty_level,content_type,question,user_answer,correct_answer,is_correct,response_time_sec,hint_used,attempts,score,engagement_level,next_recommended_difficulty,feedback
1339,10-12,Advanced,76,Roman Event 76,Culture,Easy,MCQ,"In Roman civilization, what is a key fact about culture? (Q76)",Wrong answer 75,Correct fact about Roman Culture,False,39,True,3,90,High,Hard,Feedback for Roman Culture question 76
1761,13-15,Intermediate,77,Mayan Event 77,War,Medium,True-False,"In Mayan civilization, what is a key fact about war? (Q77)",Wrong answer 76,Correct fact about Mayan War,False,33,False,1,20,Medium,Medium,Feedback for Mayan War question 77
1303,13-15,Advanced,78,Egyptian Event 78,Politics,Hard,Short,"In Egyptian civilization, what is a key fact about politics? (Q78)",Correct fact about Egyptian Politics,Correct fact about Egyptian Politics,True,19,True,1,22,Low,Medium,Feedback for Egyptian Politics question 78
1331,16-18,Advanced,79,Mesopotamian Event 79,Religion,Easy,MCQ,"In Mesopotamian civilization, what is a key fact about religion? (Q79)",Correct fact about Mesopotamian Religion,Correct fact about Mesopotamian Religion,True,24,True,1,100,Low,Easy,Feedback for Mesopotamian Religion question 79
1682,10-12,Beginner,80,Indus Valley Event 80,Architecture,Medium,True-False,"In Indus Valley civilization, what is a key fact about architecture? (Q80)",Correct fact about Indus Valley Architecture,Correct fact about Indus Valley Architecture,True,52,False,2,10,Low,Hard,Feedback for Indus Valley Architecture question 80
1760,16-18,Beginner,81,Chinese Event 81,Economy,Hard,Short,"In Chinese civilization, what is a key fact about economy? (Q81)",Correct fact about Chinese Economy,Correct fact about Chinese Economy,True,6,True,1,47,High,Medium,Feedback for Chinese Economy question 81
1421,13-15,Beginner,82,Greek Event 82,Science,Easy,MCQ,"In Greek civilization, what is a key fact about science? (Q82)",Wrong answer 81,Correct fact about Greek Science,False,51,False,1,20,Medium,Medium,Feedback for Greek Science question 82
1537,13-15,Advanced,83,Roman Event 83,Culture,Medium,True-False,"In Roman civilization, what is a key fact about culture? (Q83)",Correct fact about Roman Culture,Correct fact about Roman Culture,True,12,True,2,28,High,Hard,Feedback for Roman Culture question 83
1687,13-15,Beginner,84,Mayan Event 84,War,Hard,Short,"In Mayan civilization, what is a key fact about war? (Q84)",Correct fact about Mayan War,Correct fact about Mayan War,True,26,False,2,5,Low,Medium,Feedback for Mayan War question 84
1124,10-12,Advanced,85,Egyptian Event 85,Politics,Easy,MCQ,"In Egyptian civilization, what is a key fact about politics? (Q85)",Correct fact about Egyptian Politics,Correct fact about Egyptian Politics,True,29,True,1,21,Medium,Medium,Feedback for Egyptian Politics question 85
1226,16-18,Beginner,86,Mesopotamian Event 86,Religion,Medium,True-False,"In Mesopotamian civilization, what is a key fact about religion? (Q86)",Correct fact about Mesopotamian Religion,Correct fact about Mesopotamian Religion,True,53,True,1,0,Low,Easy,Feedback for Mesopotamian Religion question 86
1799,13-15,Advanced,87,Indus Valley Event 87,Architecture,Hard,Short,"In Indus Valley civilization, what is a key fact about architecture? (Q87)",Wrong answer 86,Correct fact about Indus Valley Architecture,False,21,False,3,100,Medium,Medium,Feedback for Indus Valley Architecture question 87
1315,16-18,Advanced,88,Chinese Event 88,Economy,Easy,MCQ,"In Chinese civilization, what is a key fact about economy? (Q88)",Correct fact about Chinese Economy,Correct fact about Chinese Economy,True,39,True,3,66,High,Medium,Feedback for Chinese Economy question 88
1046,16-18,Intermediate,89,Greek Event 89,Science,Medium,True-False,"In Greek civilization, what is a key fact about science? (Q89)",Correct fact about Greek Science,Correct fact about Greek Science,True,7,True,3,38,High,Hard,Feedback for Greek Science question 89
1385,13-15,Advanced,90,Roman Event 90,Culture,Hard,Short,"In Roman civilization, what is a key fact about culture? (Q90)",Wrong answer 89,Correct fact about Roman Culture,False,21,True,1,98,Low,Easy,Feedback for Roman Culture question 90
1795,16-18,Beginner,91,Mayan Event 91,War,Easy,MCQ,"In Mayan civilization, what is a key fact about war? (Q91)",Wrong answer 90,Correct fact about Mayan War,False,5,True,1,56,High,Easy,Feedback for Mayan War question 91
1750,10-12,Advanced,92,Egyptian Event 92,Politics,Medium,True-False,"In Egyptian civilization, what is a key fact about politics? (Q92)",Correct fact about Egyptian Politics,Correct fact about Egyptian Politics,True,52,True,2,98,Low,Hard,Feedback for Egyptian Politics question 92
1088,13-15,Advanced,93,Mesopotamian Event 93,Religion,Hard,Short,"In Mesopotamian civilization, what is a key fact about religion? (Q93)",Correct fact about Mesopotamian Religion,Correct fact about Mesopotamian Religion,True,54,True,2,10,Medium,Medium,Feedback for Mesopotamian Religion question 93
1699,16-18,Intermediate,94,Indus Valley Event 94,Architecture,Easy,MCQ,"In Indus Valley civilization, what is a key fact about architecture? (Q94)",Correct fact about Indus Valley Architecture,Correct fact about Indus Valley Architecture,True,6,False,3,10,Low,Easy,Feedback for Indus Valley Architecture question 94
1300,10-12,Advanced,95,Chinese Event 95,Economy,Medium,True-False,"In Chinese civilization, what is a key fact about economy? (Q95)",Correct fact about Chinese Economy,Correct fact about Chinese Economy,True,11,True,3,34,Medium,Hard,Feedback for Chinese Economy question 95
1552,16-18,Intermediate,96,Greek Event 96,Science,Hard,Short,"In Greek civilization, what is a key fact about science? (Q96)",Correct fact about Greek Science,Correct fact about Greek Science,True,18,True,2,70,High,Hard,Feedback for Greek Science question 96
1697,10-12,Beginner,97,Roman Event 97,Culture,Easy,MCQ,"In Roman civilization, what is a key fact about culture? (Q97)",Wrong answer 96,Correct fact about Roman Culture,False,15,True,2,19,Low,Medium,Feedback for Roman Culture question 97
1680,16-18,Advanced,98,Mayan Event 98,War,Medium,True-False,"In Mayan civilization, what is a key fact about war? (Q98)",Correct fact about Mayan War,Correct fact about Mayan War,True,33,True,2,71,Medium,Easy,Feedback for Mayan War question 98
1824,16-18,Advanced,99,Egyptian Event 99,Politics,Hard,Short,"In Egyptian civilization, what is a key fact about politics? (Q99)",Wrong answer 98,Correct fact about Egyptian Politics,False,53,True,1,94,Medium,Hard,Feedback for Egyptian Politics question 99
1990,13-15,Intermediate,100,Mesopotamian Event 100,Religion,Easy,MCQ,"In Mesopotamian civilization, what is a key fact about religion? (Q100)",Wrong answer 99,Correct fact about Mesopotamian Religion,False,27,False,3,95,High,Easy,Feedback for Mesopotamian Religion question 100
1532,16-18,Advanced,101,Indus Valley Event 101,Architecture,Medium,True-False,"In Indus Valley civilization, what is a key fact about architecture? (Q101)",Correct fact about Indus Valley Architecture,Correct fact about Indus Valley Architecture,True,17,False,1,88,Medium,Medium,Feedback for Indus Valley Architecture question 101
1923,13-15,Intermediate,102,Chinese Event 102,Economy,Hard,Short,"In Chinese civilization, what is a key fact about economy? (Q102)",Correct fact about Chinese Economy,Correct fact about Chinese Economy,True,45,True,2,4,Low,Hard,Feedback for Chinese Economy question 102
1619,13-15,Advanced,103,Greek Event 103,Science,Easy,MCQ,"In Greek civilization, what is a key fact about science? (Q103)",Correct fact about Greek Science,Correct fact about Greek Science,True,12,True,1,17,High,Hard,Feedback for Greek Science question 103
1562,13-15,Intermediate,104,Roman Event 104,Culture,Medium,True-False,"In Roman civilization, what is a key fact about culture? (Q104)",Correct fact about Roman Culture,Correct fact about Roman Culture,True,8,False,2,79,High,Easy,Feedback for Roman Culture question 104
1265,16-18,Advanced,105,Mayan Event 105,War,Hard,Short,"In Mayan civilization, what is a key fact about war? (Q105)",Wrong answer 104,Correct fact about Mayan War,False,35,True,2,70,High,Easy,Feedback for Mayan War question 105
1490,16-18,Intermediate,106,Egyptian Event 106,Politics,Easy,MCQ,"In Egyptian civilization, what is a key fact about politics? (Q106)",Correct fact about Egyptian Politics,Correct fact about Egyptian Politics,True,19,False,1,14,Low,Medium,Feedback for Egyptian Politics question 106
1508,16-18,Intermediate,107,Mesopotamian Event 107,Religion,Medium,True-False,"In Mesopotamian civilization, what is a key fact about religion? (Q107)",Wrong answer 106,Correct fact about Mesopotamian Religion,False,56,False,1,54,Low,Easy,Feedback for Mesopotamian Religion question 107
1496,13-15,Intermediate,108,Indus Valley Event 108,Architecture,Hard,Short,"In Indus Valley civilization, what is a key fact about architecture? (Q108)",Correct fact about Indus Valley Architecture,Correct fact about Indus Valley Architecture,True,17,False,1,81,Low,Medium,Feedback for Indus Valley Architecture question 108
1705,10-12,Intermediate,109,Chinese Event 109,Economy,Easy,MCQ,"In Chinese civilization, what is a key fact about economy? (Q109)",Wrong answer 108,Correct fact about Chinese Economy,False,10,False,3,24,Low,Hard,Feedback for Chinese Economy question 109
1089,10-12,Intermediate,110,Greek Event 110,Science,Medium,True-False,"In Greek civilization, what is a key fact about science? (Q110)",Correct fact about Greek Science,Correct fact about Greek Science,True,27,False,3,84,Medium,Hard,Feedback for Greek Science question 110
1983,16-18,Intermediate,111,Roman Event 111,Culture,Hard,Short,"In Roman civilization, what is a key fact about culture? (Q111)",Wrong answer 110,Correct fact about Roman Culture,False,43,True,1,43,Medium,Hard,Feedback for Roman Culture question 111
1867,10-12,Beginner,112,Mayan Event 112,War,Easy,MCQ,"In Mayan civilization, what is a key fact about war? (Q112)",Correct fact about Mayan War,Correct fact about Mayan War,True,51,True,2,34,Medium,Hard,Feedback for Mayan War question 112
1268,16-18,Beginner,113,Egyptian Event 113,Politics,Medium,True-False,"In Egyptian civilization, what is a key fact about politics? (Q113)",Wrong answer 112,Correct fact about Egyptian Politics,False,5,True,2,83,High,Hard,Feedback for Egyptian Politics question 113
